Income,Home Ownership,Year Of Residence,Age,Fee,Reward program,owner_year,age_fee2,Deliveryperiod,Subscriber
-0.885705782,1,2.332529328,1.516955424,-0.81592058,0,2.282925342,-0.218336244,-0.784884206,0
-0.249884409,0,-1.065942234,-1.007741744,0.811760895,0,-0.964235158,-0.389010365,1.274073287,0
-0.83680096,1,-0.726095077,0.985440231,1.195648036,0,-0.568239975,0.420584234,1.274073287,0
-0.445523259,1,-0.301286132,-1.007741744,-0.339900526,0,-0.172244792,-0.319806503,1.274073287,0
0.7527647,0,-1.065942234,-1.672135735,0.427873755,0,-0.964235158,-0.38577263,1.274073287,0
-0.152064983,1,1.397949648,1.317637227,-0.81592058,0,1.411735939,-0.215772512,-0.784884206,1
0.7527647,1,-0.046400765,-0.675544748,-0.911892365,0,0.065352318,-0.149861935,-0.784884206,0
0.263667574,1,-0.980980445,0.985440231,0.427873755,0,-0.805837085,-0.251553357,-0.784884206,0
-0.347703834,1,0.038561024,1.317637227,0.043986614,0,0.144551354,-0.372777843,-0.784884206,0
-0.885705782,0,-1.065942234,1.516955424,0.811760895,0,-0.964235158,0.217547725,-0.784884206,0
3.809626632,1,0.038561024,-0.011150756,-0.81592058,0,0.144551354,-0.198238053,-0.784884206,1
-0.152064983,1,-0.046400765,-0.343347752,-0.81592058,0,0.065352318,-0.19373408,-0.784884206,0
-0.738981535,0,-1.065942234,-0.675544748,-0.81592058,0,-0.964235158,-0.189181964,-0.784884206,0
-0.249884409,1,0.548331758,0.985440231,0.811760895,0,0.619745574,0.018018701,1.274073287,0
-0.885705782,0,-0.556171499,-1.007741744,-0.911892365,0,-0.964235158,-0.149764464,-0.784884206,0
0.7527647,1,-0.046400765,0.985440231,1.963422316,0,0.065352318,1.624695728,1.274073287,0
-0.152064983,1,3.097185429,1.516955424,2.731196597,0,2.995716671,4.58115847,1.274073287,0
-0.83680096,1,1.652835016,1.516955424,0.043986614,0,1.649333049,-0.361352225,1.274073287,0
-0.64116211,1,0.633293547,1.516955424,1.963422316,0,0.69894461,2.335766573,1.274073287,0
0.508216137,1,1.22802607,0.653243235,0.427873755,1,1.253337866,-0.299995986,1.274073287,1
-0.885705782,0,-0.896018655,-0.343347752,0.043986614,0,-0.964235158,-0.403442038,-0.784884206,0
-0.347703834,1,-0.47120971,-0.675544748,0.043986614,0,-0.330642865,-0.395742993,1.274073287,0
2.342330361,1,0.633293547,0.321046239,-0.339900526,0,0.69894461,-0.374368491,-0.784884206,0
0.019119011,1,-0.811056866,0.653243235,-0.81592058,0,-0.647439012,-0.207101717,-0.784884206,0
-0.83680096,0,-0.896018655,-1.672135735,-0.81592058,0,-0.964235158,-0.175236462,-0.784884206,0
-0.249884409,1,-1.065942234,-1.007741744,-0.911892365,0,-0.885036121,-0.149764464,1.274073287,0
0.508216137,1,0.123522813,-0.011150756,-0.81592058,0,0.223750391,-0.198238053,-0.784884206,0
-0.83680096,1,1.652835016,1.317637227,-0.911892365,0,1.649333049,-0.150446615,-0.784884206,0
0.019119011,1,0.37840818,0.653243235,0.043986614,0,0.4613475,-0.398875405,-0.784884206,0
-0.738981535,0,-1.065942234,0.321046239,-0.81592058,0,-0.964235158,-0.20269403,-0.784884206,1
-0.885705782,0,-0.47120971,1.317637227,-0.81592058,0,-0.964235158,-0.215772512,-0.784884206,1
0.263667574,1,-0.47120971,-0.675544748,-0.911892365,0,-0.330642865,-0.149861935,-0.784884206,0
-0.543342684,0,-0.641133288,-0.675544748,-0.339900526,0,-0.964235158,-0.335930147,-0.784884206,0
-0.885705782,1,-0.47120971,-1.871453932,-0.81592058,0,-0.330642865,-0.172395278,-0.784884206,1
-0.83680096,1,-0.556171499,0.321046239,-0.339900526,0,-0.409841902,-0.374368491,-0.784884206,0
-0.83680096,0,-0.980980445,1.516955424,-0.339900526,0,-0.964235158,-0.400828238,1.274073287,0
-0.249884409,0,0.038561024,0.653243235,0.811760895,0,-0.964235158,-0.0872322,1.274073287,0
-0.249884409,1,1.992682172,0.653243235,-0.911892365,0,1.966129195,-0.15025182,-0.784884206,0
1.119587545,1,0.718255336,0.321046239,0.043986614,0,0.778143647,-0.405008244,-0.784884206,0
-0.347703834,0,-0.811056866,0.985440231,0.043986614,0,-0.964235158,-0.388131938,-0.784884206,0
-0.347703834,1,-0.301286132,-1.007741744,-0.81592058,0,-0.172244792,-0.184581557,-0.784884206,0
0.019119011,1,-0.641133288,-0.011150756,-0.339900526,0,-0.489040938,-0.363211141,-0.784884206,0
0.508216137,1,0.633293547,0.985440231,1.579535176,0,0.69894461,0.956143243,-0.784884206,0
-0.83680096,1,1.907720383,0.321046239,0.043986614,0,1.886930159,-0.405008244,-0.784884206,0
1.119587545,1,0.37840818,0.321046239,0.427873755,0,0.4613475,-0.339391414,1.274073287,0
0.508216137,1,2.332529328,1.516955424,-0.339900526,0,2.282925342,-0.400828238,-0.784884206,0
1.119587545,1,-0.896018655,-1.339938739,-0.339900526,0,-0.726638048,-0.302027625,-0.784884206,0
0.263667574,0,-0.556171499,-0.675544748,1.963422316,0,-0.964235158,0.089110957,1.274073287,0
-0.64116211,0,-0.726095077,0.321046239,-0.339900526,0,-0.964235158,-0.374368491,-0.784884206,0
-0.152064983,1,0.123522813,0.653243235,0.427873755,0,0.223750391,-0.299995986,-0.784884206,0
0.263667574,1,-0.47120971,-1.007741744,-0.81592058,0,-0.330642865,-0.184581557,-0.784884206,0
-0.885705782,1,-1.065942234,-1.672135735,-0.627815882,0,-0.885036121,-0.222074963,-0.784884206,0
0.508216137,1,-0.556171499,-1.007741744,-0.339900526,1,-0.409841902,-0.319806503,-0.784884206,0
-0.64116211,1,-0.131362554,-0.675544748,-0.339900526,0,-0.013846719,-0.335930147,-0.784884206,0
-0.152064983,1,0.463369969,-0.343347752,0.043986614,0,0.540546537,-0.403442038,-0.784884206,0
0.263667574,0,-0.726095077,1.317637227,0.427873755,0,-0.964235158,-0.194063527,-0.784884206,0
0.263667574,1,-0.811056866,-1.339938739,-0.339900526,0,-0.647439012,-0.302027625,1.274073287,0
-0.249884409,1,-1.065942234,-1.007741744,0.427873755,0,-0.885036121,-0.406501125,-0.784884206,0
2.342330361,1,-0.980980445,-0.675544748,-0.339900526,0,-0.805837085,-0.335930147,-0.784884206,0
-0.347703834,0,-0.216324343,-0.675544748,-0.911892365,0,-0.964235158,-0.149861935,1.274073287,0
0.508216137,1,-0.811056866,-0.675544748,0.427873755,0,-0.647439012,-0.403294498,-0.784884206,1
0.263667574,1,-0.641133288,-0.011150756,-0.81592058,0,-0.489040938,-0.198238053,-0.784884206,0
-0.83680096,0,-0.216324343,-0.343347752,1.195648036,0,-0.964235158,-0.169903243,1.274073287,0
-0.249884409,1,0.293446391,-0.343347752,-0.339900526,0,0.382148464,-0.350398261,-0.784884206,0
-0.543342684,1,0.718255336,0.653243235,1.579535176,0,0.778143647,0.679948324,1.274073287,1
-0.738981535,1,0.548331758,0.321046239,-0.911892365,0,0.619745574,-0.150154349,-0.784884206,0
0.019119011,1,0.803217125,-0.011150756,-0.911892365,0,0.857342683,-0.150056878,-0.784884206,0
0.263667574,1,-0.301286132,-0.675544748,-0.81592058,0,-0.172244792,-0.189181964,-0.784884206,0
-0.445523259,1,-1.065942234,-1.339938739,-0.81592058,0,-0.885036121,-0.179933007,-0.784884206,0
0.019119011,1,-0.641133288,-0.011150756,-0.911892365,0,-0.489040938,-0.150056878,-0.784884206,0
-0.885705782,1,-0.726095077,-0.343347752,-0.339900526,0,-0.568239975,-0.350398261,-0.784884206,0
0.7527647,1,0.888178914,0.321046239,1.195648036,0,0.93654172,0.080611848,1.274073287,1
0.7527647,1,-0.556171499,0.653243235,0.427873755,0,-0.409841902,-0.299995986,1.274073287,0
0.508216137,0,-0.726095077,0.321046239,-0.339900526,0,-0.964235158,-0.374368491,-0.784884206,0
-0.347703834,0,-0.896018655,0.985440231,0.811760895,0,-0.964235158,0.018018701,1.274073287,0
0.263667574,1,1.22802607,0.321046239,-0.81592058,0,1.253337866,-0.20269403,-0.784884206,0
0.019119011,1,-0.811056866,-1.339938739,-0.911892365,0,-0.647439012,-0.149666844,-0.784884206,0
0.263667574,1,-0.216324343,-1.007741744,-0.911892365,0,-0.093045756,-0.149764464,-0.784884206,0
-0.885705782,0,-0.216324343,-0.343347752,0.043986614,0,-0.964235158,-0.403442038,-0.784884206,0
0.263667574,1,-0.896018655,-1.007741744,0.043986614,0,-0.726638048,-0.383433171,-0.784884206,0
-0.543342684,0,-1.065942234,-1.672135735,-0.339900526,0,-0.964235158,-0.282593216,-0.784884206,0
-0.738981535,1,1.143064281,0.653243235,-0.81592058,0,1.17413883,-0.207101717,-0.784884206,0
0.263667574,1,-1.065942234,-0.343347752,-0.339900526,0,-0.885036121,-0.350398261,-0.784884206,0
0.508216137,1,1.822758594,0.653243235,0.043986614,0,1.807731122,-0.398875405,1.274073287,0
1.119587545,1,0.208484602,0.653243235,-0.911892365,0,0.302949427,-0.15025182,-0.784884206,0
1.119587545,1,-0.216324343,1.317637227,-0.915731237,0,-0.093045756,-0.149042169,1.274073287,0
-0.738981535,0,-1.065942234,-1.871453932,-0.81592058,0,-0.964235158,-0.172395278,1.274073287,0
-0.885705782,0,-0.726095077,-0.011150756,-0.911892365,0,-0.964235158,-0.150056878,-0.784884206,0
2.342330361,1,1.482911437,0.985440231,0.043986614,0,1.490934976,-0.388131938,-0.784884206,0
2.342330361,1,-0.216324343,-0.011150756,0.427873755,0,-0.093045756,-0.369739643,1.274073287,0
-0.64116211,1,0.718255336,0.653243235,-0.81592058,0,0.778143647,-0.207101717,-0.784884206,1
0.7527647,1,-0.216324343,-0.675544748,-0.339900526,0,-0.093045756,-0.335930147,-0.784884206,0
-0.64116211,0,-0.641133288,-0.675544748,0.043986614,0,-0.964235158,-0.395742993,-0.784884206,0
0.019119011,1,0.038561024,-0.343347752,-0.911892365,0,0.144551354,-0.149959406,1.274073287,1
-0.885705782,0,-1.065942234,1.516955424,-0.81592058,0,-0.964235158,-0.218336244,-0.784884206,0
0.508216137,0,-0.896018655,0.985440231,0.811760895,0,-0.964235158,0.018018701,1.274073287,0
2.342330361,1,-1.065942234,-0.675544748,-0.339900526,0,-0.885036121,-0.335930147,-0.784884206,0
-0.249884409,1,1.312987859,1.516955424,1.963422316,0,1.332536903,2.335766573,-0.784884206,1
0.019119011,1,-0.641133288,-0.675544748,-0.915731237,0,-0.489040938,-0.149042169,1.274073287,0
0.263667574,1,-1.065942234,0.653243235,-0.339900526,0,-0.885036121,-0.383870459,1.274073287,0
-0.152064983,1,0.718255336,0.985440231,-0.81592058,0,0.778143647,-0.211461112,-0.784884206,1
0.263667574,1,-0.386247921,-0.343347752,-0.339900526,0,-0.251443829,-0.350398261,-0.784884206,0
0.508216137,1,0.888178914,1.317637227,-0.339900526,0,0.93654172,-0.397908247,1.274073287,0
-0.885705782,1,3.01222364,1.516955424,-0.81592058,0,2.916517634,-0.218336244,-0.784884206,0
-0.347703834,1,1.312987859,1.516955424,-0.81592058,0,1.332536903,-0.218336244,-0.784884206,0
0.263667574,1,-0.47120971,-0.343347752,0.427873755,0,-0.330642865,-0.391040671,-0.784884206,1
-0.249884409,1,0.123522813,0.653243235,-0.339900526,0,0.223750391,-0.383870459,1.274073287,0
-0.738981535,0,-0.980980445,-1.339938739,1.963422316,0,-0.964235158,-0.233875505,1.274073287,0
-0.543342684,1,-0.641133288,-1.672135735,-0.911892365,0,-0.489040938,-0.149569373,-0.784884206,0
-0.152064983,1,-0.980980445,-1.007741744,0.427873755,0,-0.805837085,-0.406501125,-0.784884206,0
0.263667574,1,-0.641133288,-1.007741744,0.043986614,0,-0.489040938,-0.383433171,-0.784884206,0
-0.347703834,1,-1.065942234,-1.871453932,-0.911892365,0,-0.885036121,-0.149510861,-0.784884206,1
-0.885705782,0,-1.065942234,-0.343347752,0.043986614,0,-0.964235158,-0.403442038,-0.784884206,0
-0.64116211,1,-0.47120971,-0.343347752,0.811760895,0,-0.330642865,-0.313194455,1.274073287,0
-0.347703834,1,-0.47120971,0.321046239,-0.339900526,0,-0.330642865,-0.374368491,-0.784884206,0
-0.64116211,1,3.267109007,1.516955424,0.427873755,0,3.154114744,-0.155226855,-0.784884206,0
0.019119011,1,-0.301286132,-0.343347752,-0.81592058,0,-0.172244792,-0.19373408,-0.784884206,1
-0.64116211,0,-0.896018655,-0.675544748,-0.911892365,0,-0.964235158,-0.149861935,1.274073287,0
0.019119011,1,-0.980980445,-0.343347752,-0.81592058,0,-0.805837085,-0.19373408,-0.784884206,0
-0.738981535,0,-1.065942234,-1.339938739,-0.911892365,0,-0.964235158,-0.149666844,-0.784884206,0
-0.885705782,1,-1.065942234,-0.343347752,0.811760895,0,-0.885036121,-0.313194455,1.274073287,0
0.263667574,1,-0.47120971,0.985440231,0.427873755,0,-0.330642865,-0.251553357,-0.784884206,0
1.119587545,1,1.397949648,0.985440231,-0.911892365,0,1.411735939,-0.150349291,-0.784884206,0
-0.543342684,1,1.567873226,1.516955424,-0.339900526,1,1.570134012,-0.400828238,1.274073287,1
-0.543342684,1,-0.216324343,-0.343347752,0.427873755,0,-0.093045756,-0.391040671,-0.784884206,0
0.019119011,1,0.208484602,1.317637227,3.115083738,0,0.302949427,5.357286204,1.274073287,1
0.263667574,1,1.737796805,1.516955424,0.043986614,0,1.728532086,-0.361352225,-0.784884206,0
-0.64116211,0,-0.386247921,-0.343347752,0.811760895,0,-0.964235158,-0.313194455,-0.784884206,0
-0.83680096,1,0.633293547,1.516955424,0.043986614,0,0.69894461,-0.361352225,1.274073287,0
-0.885705782,0,-0.386247921,-1.007741744,-0.911892365,0,-0.964235158,-0.149764464,-0.784884206,0
0.019119011,1,0.37840818,-0.011150756,-0.339900526,0,0.4613475,-0.363211141,-0.784884206,0
0.7527647,1,1.482911437,1.317637227,-0.81592058,0,1.490934976,-0.215772512,-0.784884206,0
-0.543342684,1,-0.386247921,-1.339938739,-0.81592058,0,-0.251443829,-0.179933007,-0.784884206,1
-0.64116211,1,-0.896018655,1.516955424,0.043986614,0,-0.726638048,-0.361352225,-0.784884206,0
0.019119011,1,0.37840818,-0.343347752,-0.627815882,0,0.4613475,-0.268340635,-0.784884206,0
-0.152064983,0,-0.896018655,-0.011150756,-0.339900526,0,-0.964235158,-0.363211141,-0.784884206,0
0.263667574,1,-0.896018655,0.653243235,0.043986614,0,-0.726638048,-0.398875405,-0.784884206,0
0.508216137,1,-0.641133288,0.653243235,0.811760895,0,-0.489040938,-0.0872322,1.274073287,0
0.263667574,1,0.37840818,-0.011150756,1.195648036,0,0.4613475,-0.055827786,1.274073287,0
0.508216137,1,0.888178914,0.985440231,-0.81592058,0,0.93654172,-0.211461112,-0.784884206,1
0.019119011,1,-0.980980445,-1.007741744,-0.339900526,0,-0.805837085,-0.319806503,-0.784884206,0
-0.347703834,0,-1.065942234,-1.672135735,-0.911892365,0,-0.964235158,-0.149569373,-0.784884206,0
0.019119011,1,-0.301286132,-0.675544748,1.195648036,0,-0.172244792,-0.261614229,1.274073287,0
0.7527647,1,1.822758594,1.317637227,0.811760895,0,1.807731122,0.1382347,1.274073287,0
2.342330361,1,0.123522813,-0.343347752,-0.911892365,0,0.223750391,-0.149959406,-0.784884206,0
3.320524614,1,0.37840818,-0.011150756,0.811760895,0,0.4613475,-0.252838852,1.274073287,0
2.342330361,1,-0.641133288,-0.011150756,0.811760895,0,-0.489040938,-0.252838852,1.274073287,1
-0.83680096,0,-0.980980445,-0.343347752,0.811760895,0,-0.964235158,-0.313194455,1.274073287,0
-0.83680096,1,-0.556171499,-1.339938739,0.811760895,0,-0.409841902,-0.404470523,1.274073287,0
-0.885705782,0,-0.980980445,-0.011150756,-0.911892365,0,-0.964235158,-0.150056878,-0.784884206,0
0.019119011,1,2.077643961,-1.007741744,0.043986614,0,2.045328232,-0.383433171,-0.784884206,0
-0.885705782,0,-0.726095077,-1.339938739,-0.81592058,0,-0.964235158,-0.179933007,-0.784884206,0
0.019119011,1,1.397949648,0.653243235,-0.81592058,0,1.411735939,-0.207101717,-0.784884206,0
-0.445523259,1,1.312987859,0.321046239,-0.339900526,0,1.332536903,-0.374368491,1.274073287,0
2.342330361,1,-0.896018655,0.653243235,-0.339900526,1,-0.726638048,-0.383870459,1.274073287,1
-0.885705782,0,-0.641133288,-1.339938739,-0.81592058,0,-0.964235158,-0.179933007,1.274073287,1
-0.445523259,1,2.587414695,1.317637227,-0.81592058,0,2.520522451,-0.215772512,-0.784884206,0
-0.445523259,1,-0.641133288,0.985440231,0.043986614,0,-0.489040938,-0.388131938,-0.784884206,0
2.342330361,1,0.803217125,0.321046239,3.115083738,0,0.857342683,2.815110286,1.274073287,1
0.508216137,1,-0.980980445,-0.343347752,-0.911892365,0,-0.805837085,-0.149959406,-0.784884206,0
0.508216137,1,1.312987859,0.653243235,-0.627815882,0,1.332536903,-0.298665458,1.274073287,0
-0.885705782,0,-0.811056866,-1.007741744,0.427873755,0,-0.964235158,-0.406501125,-0.784884206,0
0.019119011,1,1.652835016,0.653243235,-0.627815882,0,1.649333049,-0.298665458,1.274073287,0
-0.347703834,1,-0.47120971,0.321046239,-0.339900526,0,-0.330642865,-0.374368491,-0.784884206,0
0.019119011,0,-0.811056866,0.985440231,0.811760895,0,-0.964235158,0.018018701,1.274073287,0
-0.885705782,0,-0.896018655,-0.011150756,0.811760895,0,-0.964235158,-0.252838852,1.274073287,0
3.320524614,1,-0.301286132,-0.011150756,0.811760895,0,-0.172244792,-0.252838852,1.274073287,0
-0.738981535,0,-1.065942234,-1.339938739,-0.339900526,0,-0.964235158,-0.302027625,-0.784884206,0
-0.885705782,0,-1.065942234,-1.871453932,0.427873755,0,-0.964235158,-0.37249728,-0.784884206,0
0.7527647,1,-0.216324343,1.317637227,0.811760895,0,-0.093045756,0.1382347,1.274073287,0
-0.83680096,1,-0.47120971,1.516955424,-0.81592058,0,-0.330642865,-0.218336244,-0.784884206,0
-0.152064983,1,-0.131362554,-1.007741744,1.963422316,0,-0.013846719,-0.09318565,-0.784884206,0
-0.347703834,1,-0.046400765,0.321046239,-0.911892365,0,0.065352318,-0.150154349,-0.784884206,0
-0.347703834,0,-0.641133288,-0.343347752,-0.81592058,0,-0.964235158,-0.19373408,-0.784884206,1
-0.445523259,1,0.038561024,0.653243235,0.043986614,0,0.144551354,-0.398875405,-0.784884206,0
-0.64116211,1,-0.980980445,1.516955424,0.811760895,0,-0.805837085,0.217547725,1.274073287,1
0.263667574,1,1.737796805,1.516955424,0.811760895,0,1.728532086,0.217547725,1.274073287,0
0.263667574,1,0.973140703,0.985440231,-0.911892365,0,1.015740756,-0.150349291,-0.784884206,0
-0.347703834,1,2.077643961,1.317637227,-0.911892365,0,2.045328232,-0.150446615,-0.784884206,0
-0.445523259,0,-1.065942234,-1.672135735,0.811760895,0,-0.964235158,-0.40496573,1.274073287,0
0.263667574,1,0.293446391,-0.675544748,-0.911892365,0,0.382148464,-0.149861935,-0.784884206,0
-0.885705782,0,-0.47120971,-0.675544748,0.427873755,0,-0.964235158,-0.403294498,-0.784884206,0
0.019119011,1,1.058102492,0.321046239,-0.81592058,0,1.094939793,-0.20269403,-0.784884206,1
-0.347703834,1,0.633293547,0.653243235,-0.339900526,0,0.69894461,-0.383870459,1.274073287,0
1.119587545,1,2.672376484,1.516955424,-0.339900526,0,2.599721488,-0.400828238,-0.784884206,0
-0.445523259,0,-0.980980445,0.321046239,0.811760895,0,-0.964235158,-0.177518149,1.274073287,0
0.263667574,1,-0.386247921,-1.007741744,0.811760895,0,-0.251443829,-0.389010365,1.274073287,0
-0.152064983,1,0.123522813,-0.343347752,-0.911892365,0,0.223750391,-0.149959406,-0.784884206,0
-0.885705782,0,-0.131362554,0.653243235,0.811760895,0,-0.964235158,-0.0872322,1.274073287,0
-0.445523259,1,0.548331758,0.653243235,-0.911892365,0,0.619745574,-0.15025182,-0.784884206,0
1.119587545,1,0.038561024,-0.343347752,-0.339900526,0,0.144551354,-0.350398261,-0.784884206,0
-0.64116211,1,3.182147218,0.985440231,-0.911892365,0,3.074915707,-0.150349291,-0.784884206,0
-0.83680096,1,0.208484602,0.653243235,0.811760895,0,0.302949427,-0.0872322,1.274073287,0
0.019119011,1,0.293446391,1.516955424,0.811760895,0,0.382148464,0.217547725,1.274073287,0
2.342330361,1,-0.386247921,-0.343347752,-0.81592058,0,-0.251443829,-0.19373408,-0.784884206,1
-0.83680096,0,-0.641133288,0.653243235,3.115083738,0,-0.964235158,3.580921916,1.274073287,1
-0.885705782,1,0.038561024,0.321046239,-0.911892365,0,0.144551354,-0.150154349,-0.784884206,1
-0.83680096,0,-1.065942234,1.317637227,0.043986614,0,-0.964235158,-0.372777843,-0.784884206,0
-0.249884409,0,-1.065942234,-1.672135735,0.043986614,0,-0.964235158,-0.344981792,-0.784884206,0
-0.64116211,0,-0.726095077,-1.339938739,0.043986614,0,-0.964235158,-0.36651287,-0.784884206,0
-0.83680096,1,-1.065942234,-1.339938739,0.811760895,1,-0.885036121,-0.404470523,1.274073287,0
0.019119011,1,-1.065942234,-0.343347752,-0.81592058,0,-0.885036121,-0.19373408,-0.784884206,0
-0.249884409,1,-0.811056866,0.321046239,1.579535176,0,-0.647439012,0.434998428,1.274073287,0
-0.738981535,1,0.038561024,-1.672135735,-0.81592058,0,0.144551354,-0.175236462,-0.784884206,0
-0.445523259,1,1.312987859,1.516955424,-0.911892365,0,1.332536903,-0.150505127,-0.784884206,1
-0.885705782,0,-0.386247921,-1.339938739,-0.339900526,0,-0.964235158,-0.302027625,-0.784884206,0
-0.543342684,1,1.058102492,1.516955424,3.115083738,0,1.094939793,5.953828306,1.274073287,1
-0.83680096,1,0.633293547,1.317637227,-0.81592058,0,0.69894461,-0.215772512,-0.784884206,0
0.263667574,1,0.548331758,-0.675544748,-0.81592058,0,0.619745574,-0.189181964,-0.784884206,1
-0.83680096,0,-0.811056866,0.653243235,-0.911892365,0,-0.964235158,-0.15025182,-0.784884206,0
